playerID	nameFirst	nameLast	debut	finalGame		
ellamro01	Roy	Ellam	9/18/1909	8/29/1918		
jamesbe01	Bert	James	9/18/1909	9/23/1909		
kuseled01	Ed	Kusel	9/18/1909	10/1/1909		
pauxtsi01	Si	Pauxtis	9/18/1909	10/5/1909		
evansch01	Chick	Evans	9/19/1909	8/27/1910		
doanewa01	Walt	Doan	9/20/1909	9/14/1910		
formabi01	Bill	Forman	9/20/1909	7/9/1910		
klawial01	Al	Klawitter	9/20/1909	5/30/1913		
coonebi01	Bill	Cooney	9/22/1909	5/2/1910		
mitchwi01	Willie	Mitchell	9/22/1909	5/31/1919		
bernajo01	Joe	Bernard	9/23/1909	9/23/1909		
luderfr01	Fred	Luderus	9/23/1909	6/23/1920		
mccabsw01	Swat	McCabe	9/23/1909	5/20/1910		
schweru01	Rudy	Schwenck	9/23/1909	10/6/1909		
youngde01	Del	Young	9/24/1909	5/12/1915		
anderfr01	Fred	Anderson	9/25/1909	7/9/1918		
carrodi01	Dick	Carroll	9/25/1909	10/1/1909		
drucklo01	Louis	Drucke	9/25/1909	5/1/1912		
dalyge01	George	Daly	9/26/1909	10/7/1909		
meyerle02	Lee	Meyer	9/27/1909	10/4/1909		
moorege02	Gene	Moore	9/28/1909	9/2/1912		
rathmo01	Morrie	Rath	9/28/1909	10/3/1920		
wanneja01	Jack	Wanner	9/28/1909	10/2/1909		
brownra01	Ray	Brown	9/29/1909	9/29/1909		
camniha01	Harry	Camnitz	9/29/1909	10/3/1911		
crookto01	Tom	Crooke	9/29/1909	5/9/1910		
davidbi01	Bill	Davidson	9/29/1909	9/18/1911		
caseyjo01	Joe	Casey	10/1/1909	8/24/1918		
atkinto01	Tommy	Atkins	10/2/1909	9/28/1910		
curryji01	Jim	Curry	10/2/1909	7/12/1918		
gainede01	Del	Gainer	10/2/1909	9/30/1922		
kulljo01	John	Kull	10/2/1909	10/2/1909		
johnsdo01	Doc	Johnston	10/3/1909	9/30/1922		
konnimi01	Mike	Konnick	10/3/1909	5/24/1910		
busheja01	Jack	Bushelman	10/5/1909	5/13/1912		
midkiez01	Ezra	Midkiff	10/5/1909	8/6/1913		
coleki01	King	Cole	10/6/1909	9/20/1915		
fletcsa01	Sam	Fletcher	10/6/1909	6/10/1912		
blackle01	Lena	Blackburne	4/14/1910	6/5/1929		
collibi02	Bill	Collins	4/14/1910	10/5/1914		
daubeja01	Jake	Daubert	4/14/1910	9/20/1924		
fosteed02	Eddie	Foster	4/14/1910	8/5/1923		
gandich01	Chick	Gandil	4/14/1910	9/28/1919		
liesefr01	Fred	Liese	4/14/1910	4/26/1910		
zeidero01	Rollie	Zeider	4/14/1910	8/29/1918		
linkfr01	Fred	Link	4/15/1910	8/25/1910		
simmoha01	Hack	Simmons	4/15/1910	6/30/1915		
smithha04	Happy	Smith	4/15/1910	7/22/1910		
anderwi01	Wingo	Anderson	4/16/1910	6/1/1910		
brownfr02	Frank	Browning	4/16/1910	5/30/1910		
frilljo01	John	Frill	4/16/1910	8/21/1912		
humphbe01	Bert	Humphries	4/16/1910	10/2/1915		
kirscha01	Harry	Kirsch	4/16/1910	4/29/1910		
lewisdu01	Duffy	Lewis	4/16/1910	6/6/1921		
myersha01	Hap	Myers	4/16/1910	9/30/1915		
riegeel01	Elmer	Rieger	4/20/1910	7/20/1910		
collish01	Shano	Collins	4/21/1910	5/15/1925		
fishere01	Red	Fisher	4/21/1910	6/30/1910		
hausear01	Arnold	Hauser	4/21/1910	9/29/1915		
flynnjo03	John	Flynn	4/22/1910	5/13/1912		
koestel01	Elmer	Koestner	4/23/1910	7/1/1914		
geyerru01	Rube	Geyer	4/24/1910	9/4/1913		
bradlhu01	Hugh	Bradley	4/25/1910	9/7/1915		
castljo01	John	Castle	4/25/1910	5/10/1910		
pernohu01	Hub	Pernoll	4/25/1910	5/13/1912		
schetlo01	Lou	Schettler	4/25/1910	10/1/1910		
walshji01	Jimmy	Walsh	4/25/1910	10/2/1915		
dickswa01	Walt	Dickson	4/26/1910	10/2/1915		
roachro01	Roxey	Roach	4/26/1910	9/30/1915		
truesfr01	Frank	Truesdale	4/27/1910	7/30/1918		
strousa01	Sailor	Stroud	4/29/1910	6/13/1916		
burkebi02	Billy	Burke	4/30/1910	9/26/1911		
cheekha01	Harry	Cheek	4/30/1910	5/12/1910		
zacheel01	Elmer	Zacher	4/30/1910	8/25/1910		
lathech01	Chick	Lathers	5/1/1910	10/8/1911		
housebe01	Ben	Houser	5/2/1910	10/5/1912		
kellybi02	Billy	Kelly	5/2/1910	10/5/1913		
allensl01	Sled	Allen	5/4/1910	8/5/1910		
doyleji01	Jim	Doyle	5/4/1910	10/12/1911		
milledo03	Doc	Miller	5/4/1910	9/28/1914		
slaglwa01	Walt	Slagle	5/4/1910	5/4/1910		
carsoal01	Al	Carson	5/6/1910	5/12/1910		
channle01	Les	Channell	5/11/1910	4/18/1914		
langefr01	Frank	Lange	5/16/1910	7/20/1913		
parsoji01	Jiggs	Parson	5/16/1910	6/4/1911		
mullech01	Charlie	Mullen	5/18/1910	9/30/1916		
brennad01	Ad	Brennan	5/19/1910	7/27/1918		
betchfr01	Frank	Betcher	5/21/1910	10/13/1910		
webble01	Lefty	Webb	5/23/1910	8/5/1910		
newnapa01	Pat	Newnam	5/29/1910	5/13/1911		
stacked01	Eddie	Stack	6/7/1910	8/3/1914		
pondra01	Ralph	Pond	6/8/1910	6/8/1910		
schnefr01	Frank	Schneiberg	6/8/1910	6/8/1910		
hearned01	Ed	Hearne	6/9/1910	6/10/1910		
harknsp01	Spec	Harkness	6/13/1910	7/5/1911		
rayfa01	Farmer	Ray	6/13/1910	9/20/1910		
meeto01	Tommy	Mee	6/14/1910	8/12/1910		
kellyre01	Red	Kelly	6/18/1910	8/6/1910		
burnsjo01	Joseph	Burns	6/19/1910	9/23/1913		
daltoja01	Jack	Dalton	6/20/1910	5/17/1916		
pickech01	Charlie	Pickett	6/21/1910	6/24/1910		
daniebe01	Bert	Daniels	6/25/1910	10/5/1914		
hinridu01	Dutch	Hinrichs	6/25/1910	7/8/1910		
phelaar01	Art	Phelan	6/25/1910	10/3/1915		
bentoru01	Rube	Benton	6/28/1910	9/21/1925		
walkemy01	Mysterious	Walker	6/28/1910	9/29/1915		
goodra01	Ralph	Good	7/1/1910	7/24/1910		
fishera01	Ray	Fisher	7/2/1910	10/2/1920		
dowdki01	Skip	Dowd	7/5/1910	7/5/1910		
walshjo03	Joe	Walsh	7/7/1910	5/5/1911		
henryjo02	John	Henry	7/8/1910	8/10/1918		
millefr01	Fred	Miller	7/8/1910	8/15/1910		
chambbi01	Bill	Chambers	7/11/1910	7/11/1910		
croucbi01	Bill	Crouch	7/12/1910	7/12/1910		
mahonch01	Chris	Mahoney	7/12/1910	10/8/1910		
rutheji01	Jim	Rutherford	7/12/1910	7/12/1910		
milleot01	Otto	Miller	7/16/1910	9/24/1922		
lusher01	Ernie	Lush	7/20/1910	7/20/1910		
moyered01	Ed	Moyer	7/20/1910	10/4/1910		
fanweha01	Harry	Fanwell	7/23/1910	10/1/1910		
zmiched01	Ed	Zmich	7/23/1910	6/1/1911		
mcclula01	Larry	McClure	7/26/1910	7/26/1910		
wheelge02	George	Wheeler	7/27/1910	8/3/1910		
meloapa01	Paul	Meloan	8/2/1910	9/12/1911		
merceja01	Jack	Mercer	8/2/1910	8/2/1910		
rileyji01	Jim	Riley	8/2/1910	8/2/1910		
crablge01	George	Crable	8/3/1910	8/20/1910		
ainsmed01	Eddie	Ainsmith	8/9/1910	7/21/1924		
slaugba01	Barney	Slaughter	8/9/1910	10/11/1910		
thomaar01	Art	Thomason	8/10/1910	8/31/1910		
demotbe01	Ben	DeMott	8/12/1910	5/24/1911		
selleru01	Rube	Sellers	8/12/1910	10/4/1910		
kahlege01	George	Kahler	8/13/1910	5/4/1914		
loudear01	Art	Loudell	8/13/1910	9/24/1910		
lerchdu01	Dutch	Lerchen	8/14/1910	10/8/1910		
zwilldu01	Dutch	Zwilling	8/14/1910	7/12/1916		
hallma01	Marc	Hall	8/20/1910	7/29/1914		
meinkbo01	Bob	Meinke	8/22/1910	9/3/1910		
pattoha01	Harry	Patton	8/22/1910	8/22/1910		
moskido01	Doc	Moskiman	8/23/1910	10/8/1910		
huntbe01	Ben	Hunt	8/24/1910	4/19/1913		
adamsbe01	Bert	Adams	8/30/1910	9/28/1919		
knaupco01	Cotton	Knaupp	8/30/1910	4/28/1911		
crispjo01	Joe	Crisp	9/2/1910	4/27/1911		
ferryja01	Jack	Ferry	9/4/1910	6/7/1913		
mcdonjo02	Joe	McDonald	9/6/1910	9/14/1910		
goldero01	Roy	Golden	9/7/1910	9/28/1911		
corrire01	Red	Corriden	9/8/1910	5/15/1915		
culpbi01	Bill	Culp	9/8/1910	10/11/1910		
derricl01	Claud	Derrick	9/8/1910	10/5/1914		
ralstdo01	Doc	Ralston	9/8/1910	10/6/1910		
caldwra02	Ray	Caldwell	9/9/1910	9/29/1921		
grahabe02	Bert	Graham	9/9/1910	9/24/1910		
nelsore01	Red	Nelson	9/9/1910	6/9/1913		
abbotod01	Ody	Abbott	9/10/1910	10/15/1910		
hohnhed01	Eddie	Hohnhorst	9/10/1910	5/23/1912		
malloal01	Alex	Malloy	9/10/1910	10/9/1910		
mitchro01	Roy	Mitchell	9/10/1910	7/14/1919		
northhu01	Hub	Northen	9/10/1910	10/5/1912		
steelbi01	Bill	Steele	9/10/1910	10/1/1914		
chouife01	Felix	Chouinard	9/11/1910	5/8/1915		
burksa01	Sandy	Burk	9/12/1910	7/31/1915		
cunnibi01	Bill	Cunningham	9/12/1910	5/25/1912		
kadinja01	Jack	Kading	9/12/1910	5/2/1914		
bowsere01	Red	Bowser	9/13/1910	9/13/1910		
gowdyha01	Hank	Gowdy	9/13/1910	8/29/1930		
callada01	Dave	Callahan	9/14/1910	10/4/1911		
girarch01	Charlie	Girard	9/14/1910	10/11/1910		
skeelda01	Dave	Skeels	9/14/1910	9/14/1910		
weaveor01	Orlie	Weaver	9/14/1910	10/9/1911		
blandfr01	Fred	Blanding	9/15/1910	9/30/1914		
corcomi02	Mickey	Corcoran	9/15/1910	10/9/1910		
hendred01	Ed	Hendricks	9/15/1910	10/11/1910		
peckiro01	Roger	Peckinpaugh	9/15/1910	9/25/1927		
albercy01	Cy	Alberts	9/17/1910	10/12/1910		
hearnbu01	Bunny	Hearn	9/17/1910	7/2/1920		
somerjo01	Jock	Somerlott	9/19/1910	5/25/1911		
bronkhe01	Herman	Bronkie	9/20/1910	8/15/1922		
tylerle01	Lefty	Tyler	9/20/1910	7/20/1921		
chalmge01	George	Chalmers	9/21/1910	8/7/1916		
boydra01	Ray	Boyd	9/24/1910	10/12/1911		
ellioro01	Rowdy	Elliott	9/24/1910	10/2/1920		
burgjo01	Joe	Burg	9/26/1910	10/12/1910		
peaslma01	Marv	Peasley	9/27/1910	10/6/1910		
kirkeja01	Jay	Kirke	9/28/1910	9/2/1918		
mchalma01	Marty	McHale	9/28/1910	6/21/1916		
jansera01	Ray	Jansen	9/30/1910	9/30/1910		
rudoldi01	Dick	Rudolph	9/30/1910	9/11/1927		
russele01	Lefty	Russell	10/1/1910	5/28/1912		
careyma01	Max	Carey	10/3/1910	9/29/1929		
mackea01	Earle	Mack	10/5/1910	10/1/1914		
mccaral01	Alex	McCarthy	10/7/1910	7/24/1917		
chounch01	Chief	Chouneau	10/9/1910	10/9/1910		
greggve01	Vean	Gregg	4/12/1911	8/25/1925		
hoganwi01	Willie	Hogan	4/12/1911	10/6/1912		
huntene01	Newt	Hunter	4/12/1911	9/6/1911		
ingersc01	Scotty	Ingerton	4/12/1911	10/9/1911		
johnsot01	Otis	Johnson	4/12/1911	9/21/1911		
olsoniv01	Ivy	Olson	4/12/1911	7/21/1924		
riggejo01	Joe	Riggert	4/12/1911	7/21/1919		
toolebe01	Bert	Tooley	4/12/1911	8/9/1912		
willigu02	Gus	Williams	4/12/1911	6/18/1915		
williri01	Rip	Williams	4/12/1911	6/9/1918		
yinglea01	Earl	Yingling	4/12/1911	5/23/1918		
ellioge01	Gene	Elliott	4/13/1911	5/13/1911		
joneste01	Tex	Jones	4/13/1911	4/23/1911		
spratha01	Harry	Spratt	4/13/1911	6/3/1912		
butlear01	Art	Butler	4/14/1911	10/1/1916		
georgle01	Lefty	George	4/14/1911	8/24/1918		
hamilea01	Earl	Hamilton	4/14/1911	5/4/1924		
krappge01	Gene	Krapp	4/14/1911	9/30/1915		
scharbi01	Bill	Schardt	4/14/1911	5/18/1912		
alexape01	Pete	Alexander	4/15/1911	5/28/1930		
collaal01	Allan	Collamore	4/15/1911	10/2/1915		
conwach01	Charles	Conway	4/15/1911	4/18/1911		
toneyfr01	Fred	Toney	4/15/1911	9/29/1923		
gregoho01	Howie	Gregory	4/16/1911	5/6/1911		
livelja01	Jack	Lively	4/16/1911	10/6/1911		
pfeffje01	Jeff	Pfeffer	4/16/1911	9/26/1924		
gardnha01	Harry	Gardner	4/17/1911	4/14/1912		
smithwa01	Wally	Smith	4/17/1911	10/7/1914		
welchha01	Harry	Welchonce	4/17/1911	6/10/1911		
fishegu01	Gus	Fisher	4/18/1911	5/10/1912		
kaiseal01	Al	Kaiser	4/18/1911	8/30/1914		
mcivoot01	Otto	McIvor	4/18/1911	9/28/1911		
morseha01	Hap	Morse	4/18/1911	4/23/1911		
aitchra01	Raleigh	Aitchison	4/19/1911	6/20/1915		
perduhu01	Hub	Perdue	4/19/1911	9/30/1915		
corharo01	Roy	Corhan	4/20/1911	9/2/1916		
esmonji01	Jimmy	Esmond	4/20/1911	10/3/1915		
wingoiv01	Ivey	Wingo	4/20/1911	10/6/1929		
bailebi02	Bill	Bailey	4/21/1911	5/27/1911		
bodiepi01	Ping	Bodie	4/22/1911	7/24/1921		
mcgeeda01	Dan	McGeehan	4/22/1911	4/24/1911		
bakerje01	Jesse	Baker	4/23/1911	9/4/1911		
lowdelo01	Lou	Lowdermilk	4/23/1911	5/16/1912		
cavetpu01	Pug	Cavet	4/25/1911	7/10/1915		
covinte01	Tex	Covington	4/25/1911	9/20/1912		
sherrfr01	Fred	Sherry	4/25/1911	6/28/1911		
nagleju01	Judge	Nagle	4/26/1911	9/4/1911		
nunamle01	Les	Nunamaker	4/28/1911	9/5/1922		
drakede01	Delos	Drake	4/30/1911	10/2/1915		
schalbi01	Biff	Schaller	4/30/1911	7/21/1913		
mctigbi01	Bill	McTigue	5/2/1911	5/5/1916		
johnsji01	Jimmy	Johnston	5/3/1911	9/11/1926		
saiervi01	Vic	Saier	5/3/1911	8/5/1919		
willijo01	Joe	Willis	5/3/1911	6/10/1913		
griffha01	Hank	Griffin	5/5/1911	5/20/1912		
shultto01	Toots	Shultz	5/5/1911	9/13/1912		
nessja01	Jack	Ness	5/9/1911	9/30/1916		
lejeula01	Sheldon	Lejeune	5/10/1911	5/3/1915		
smithsh01	Sherry	Smith	5/11/1911	7/18/1927		
krichpa01	Paul	Krichell	5/12/1911	9/22/1912		
hallied01	Ed	Hallinan	5/13/1911	9/29/1912		
hartlgr01	Grover	Hartley	5/13/1911	9/30/1934		
killija01	Jack	Killilay	5/13/1911	9/22/1911		
hendrcl01	Claude	Hendrix	5/15/1911	8/27/1920		
mahonda02	Danny	Mahoney	5/15/1911	5/15/1911		
schreba01	Barney	Schreiber	5/15/1911	6/4/1911		
severha01	Hank	Severeid	5/15/1911	9/25/1926		
lehrcl01	Clarence	Lehr	5/18/1911	10/9/1911		
paigepa01	Pat	Paige	5/20/1911	6/1/1911		
rowanda01	Dave	Rowan	5/27/1911	6/22/1911		
priesjo01	Johnny	Priest	5/30/1911	9/7/1912		
richtre01	Reggie	Richter	5/30/1911	9/26/1911		
mitchcl01	Clarence	Mitchell	6/2/1911	6/21/1932		
weedebe01	Bert	Weeden	6/4/1911	6/4/1911		
harpebi01	Bill	Harper	6/10/1911	6/20/1911		
herrewa01	Walt	Herrell	6/10/1911	6/10/1911		
walketi01	Tillie	Walker	6/10/1911	10/6/1923		
mayespa01	Paddy	Mayes	6/11/1911	6/18/1911		
younghe02	Herman	Young	6/11/1911	6/23/1911		
jamesbi01	Bill	James	6/12/1911	9/17/1919		
paulege01	Gene	Paulette	6/16/1911	10/3/1920		
millehu01	Hughie	Miller	6/18/1911	10/2/1915		
bakertr01	Tracy	Baker	6/19/1911	6/19/1911		
blackjo01	John	Black	6/20/1911	9/12/1911		
clancal01	Al	Clancy	6/20/1911	6/25/1911		
fitzgmi01	Justin	Fitzgerald	6/20/1911	9/2/1918		
jonesbi02	Bill	Jones	6/20/1911	6/14/1912		
cottren01	Ensign	Cottrell	6/21/1911	7/9/1915		
lindsbi01	Bill	Lindsay	6/21/1911	7/23/1911		
shovljo01	John	Shovlin	6/21/1911	5/12/1920		
leonael01	Elmer	Leonard	6/22/1911	7/27/1911		
ovitzer01	Ernie	Ovitz	6/22/1911	6/22/1911		
duggaji01	Jim	Duggan	6/29/1911	6/29/1911		
longle01	Lep	Long	6/29/1911	7/17/1911		
millsja01	Jack	Mills	7/1/1911	8/19/1911		
willibo01	Bob	Williams	7/3/1911	4/26/1913		
almeira01	Rafael	Almeida	7/4/1911	7/18/1913		
klepfed01	Ed	Klepfer	7/4/1911	9/5/1919		
mageele01	Lee	Magee	7/4/1911	9/28/1919		
marsaar01	Armando	Marsans	7/4/1911	7/13/1918		
wilkied01	Ed	Wilkinson	7/4/1911	9/26/1911		
butchha01	Hank	Butcher	7/8/1911	6/18/1912		
janvrha01	Hal	Janvrin	7/9/1911	10/1/1922		
wilsole01	Les	Wilson	7/9/1911	8/9/1911		
juulhe01	Herb	Juul	7/11/1911	7/15/1911		
magnest01	Stubby	Magner	7/12/1911	9/30/1911		
curryge01	George	Curry	7/16/1911	9/7/1911		
balenmi01	Mike	Balenti	7/19/1911	9/22/1913		
mcadaja01	Jack	McAdams	7/22/1911	9/4/1911		
wiliede01	Denney	Wilie	7/27/1911	10/3/1915		
woodbge01	Gene	Woodburn	7/27/1911	9/27/1912		
danfoda01	Dave	Danforth	8/1/1911	10/1/1925		
kreitra01	Ralph	Kreitz	8/1/1911	10/8/1911		
beckech01	Charlie	Becker	8/2/1911	5/18/1912		
jacksge01	George	Jackson	8/2/1911	4/19/1913		
cashica01	Carl	Cashion	8/4/1911	5/30/1914		
mcdoned02	Ed	McDonald	8/5/1911	4/15/1913		
giannjo01	Joe	Giannini	8/7/1911	8/7/1911		
morgara01	Ray	Morgan	8/7/1911	9/1/1918		
gunnihy01	Hy	Gunning	8/8/1911	9/23/1911		
keenbi01	Bill	Keen	8/8/1911	10/9/1911		
baumapa01	Paddy	Baumann	8/10/1911	9/8/1917		
henriol01	Olaf	Henriksen	8/11/1911	6/27/1917		
benzjo01	Joe	Benz	8/16/1911	5/2/1919		
cottedi01	Dick	Cotter	8/17/1911	9/26/1912		
guster01	Ernie	Gust	8/17/1911	8/19/1911		
lonerwa01	Walter	Lonergan	8/17/1911	9/22/1911		
mogrige01	George	Mogridge	8/17/1911	7/2/1927		
thompfu01	Fuller	Thompson	8/19/1911	9/7/1911		
hallbe01	Bert	Hall	8/21/1911	10/9/1911		
southcl01	Clyde	Southwick	8/22/1911	9/9/1911		
thomabl01	Blaine	Thomas	8/25/1911	9/5/1911		
tutwigu01	Guy	Tutwiler	8/29/1911	9/6/1913		
hoggbr01	Brad	Hogg	9/1/1911	9/27/1919		
humphal01	Al	Humphrey	9/1/1911	9/7/1911		
clarkji01	Jim	Clark	9/2/1911	5/5/1912		
robinha01	Hank	Robinson	9/2/1911	8/12/1918		
hendrti01	Tim	Hendryx	9/4/1911	7/26/1921		
smithre02	Red	Smith	9/5/1911	9/25/1919		
comptpe01	Pete	Compton	9/6/1911	9/2/1918		
hoffch01	Red	Hoff	9/6/1911	10/2/1915		
kutinjo01	Joe	Kutina	9/6/1911	9/13/1912		
taylowi01	Wiley	Taylor	9/6/1911	8/5/1914		
comptja01	Jack	Compton	9/7/1911	9/30/1911		
hawked01	Ed	Hawk	9/7/1911	10/7/1911		
berghma01	Marty	Berghammer	9/8/1911	10/3/1915		
browncu01	Curly	Brown	9/8/1911	6/1/1915		
handimi01	Mike	Handiboe	9/8/1911	9/19/1911		
chenela01	Larry	Cheney	9/9/1911	9/26/1919		
kelihmi01	Mickey	Keliher	9/9/1911	5/9/1912		
obriebu01	Buck	O'Brien	9/9/1911	8/6/1913		
reisja01	Jack	Reis	9/9/1911	10/4/1911		
longto01	Tom	Long	9/11/1911	9/30/1917		
zinngu01	Guy	Zinn	9/11/1911	9/16/1915		
carlssw01	Swede	Carlstrom	9/12/1911	9/13/1911		
stanlbu01	Buck	Stanley	9/12/1911	10/9/1911		
allisma01	Mack	Allison	9/13/1911	8/20/1913		
brownel01	Elmer	Brown	9/16/1911	4/14/1915		
lewisja01	Jack	Lewis	9/16/1911	10/3/1915		
swindjo01	Josh	Swindell	9/16/1911	6/15/1913		
gilhofr01	Frank	Gilhooley	9/18/1911	9/24/1919		
hagemca01	Casey	Hageman	9/18/1911	10/3/1914		
oneilst01	Steve	O'Neill	9/18/1911	9/14/1928		
dalege01	Gene	Dale	9/19/1911	7/2/1916		
daleyju01	Jud	Daley	9/19/1911	7/16/1912		
donneed01	Ed	Donnelly	9/19/1911	10/3/1912		
reedmi01	Milt	Reed	9/19/1911	4/23/1915		
standpe01	Pete	Standridge	9/19/1911	10/2/1915		
tonneto01	Tony	Tonneman	9/19/1911	9/22/1911		
millewa03	Walt	Miller	9/20/1911	10/6/1911		
reisibu01	Bugs	Reisigl	9/20/1911	9/28/1911		
baskeji01	Jim	Baskette	9/22/1911	5/9/1913		
conweed01	Ed	Conwell	9/22/1911	9/22/1911		
radebro01	Roy	Radebaugh	9/22/1911	9/28/1911		
zackege01	George	Zackert	9/22/1911	7/17/1912		
dorseje02	Jerry	D'Arcy	9/23/1911	9/28/1911		
moultal01	Allie	Moulton	9/25/1911	9/30/1911		
slapncy01	Cy	Slapnicka	9/26/1911	8/8/1918		
brownbo01	Boardwalk	Brown	9/27/1911	10/7/1915		
emersch01	Chester	Emerson	9/27/1911	4/16/1912		
mayerwa01	Wally	Mayer	9/28/1911	9/2/1919		
armstho01	Howard	Armstrong	9/30/1911	9/30/1911		
wilsosq01	Squanto	Wilson	10/2/1911	4/22/1914		
burnsge01	George	Burns	10/3/1911	9/4/1925		
smithja01	Jake	Smith	10/3/1911	10/9/1911		
pucketr01	Troy	Puckett	10/4/1911	10/4/1911		
faustch01	Charlie	Faust	10/7/1911	10/12/1911		
quinnjo03	John	Quinn	10/9/1911	10/9/1911		
mattiwa01	Wally	Mattick	4/11/1912	7/21/1918		
mcdonte01	Tex	McDonald	4/11/1912	8/14/1915		
prattde01	Del	Pratt	4/11/1912	9/29/1924		
ryanbu01	Buddy	Ryan	4/11/1912	10/5/1913		
vittos01	Ossie	Vitt	4/11/1912	10/1/1921		
weavebu01	Buck	Weaver	4/11/1912	9/27/1920		
grohhe01	Heinie	Groh	4/12/1912	10/2/1927		
perryha01	Hank	Perry	4/12/1912	5/25/1912		
tesreje01	Jeff	Tesreau	4/12/1912	6/11/1918		
colemcu01	Curt	Coleman	4/13/1912	6/1/1912		
fournja01	Jack	Fournier	4/13/1912	10/2/1927		
peterru01	Rube	Peters	4/13/1912	9/21/1914		
seatoto01	Tom	Seaton	4/13/1912	7/2/1917		
baumgge01	George	Baumgardner	4/14/1912	7/15/1916		
paddode01	Del	Paddock	4/14/1912	10/1/1912		
rehgwa01	Wally	Rehg	4/14/1912	5/10/1919		
kentma01	Maury	Kent	4/15/1912	7/18/1913		
remneal01	Alex	Remneas	4/15/1912	4/20/1915		
steenbi01	Bill	Steen	4/15/1912	8/22/1915		
delhifl01	Flame	Delhi	4/16/1912	4/16/1912		
moorech01	Charley	Moore	4/16/1912	5/13/1912		
pearcge01	George	Pierce	4/16/1912	5/19/1917		
kuhnwa01	Walt	Kuhn	4/18/1912	9/28/1914		
spencha01	Hack	Spencer	4/18/1912	4/18/1912		
tennato01	Tom	Tennant	4/18/1912	4/21/1912		
kauffbe01	Benny	Kauff	4/20/1912	7/2/1920		
bagbyji01	Jim	Bagby	4/22/1912	9/7/1923		
dellwh01	Wheezer	Dell	4/22/1912	7/4/1917		
lavenji01	Jimmy	Lavender	4/23/1912	10/3/1917		
allenfr01	Frank	Allen	4/24/1912	9/19/1917		
brinkbi01	Bill	Brinker	4/24/1912	5/27/1912		
kochebr01	Brad	Kocher	4/24/1912	10/5/1916		
shearge01	George	Shears	4/24/1912	6/20/1912		
thomapi01	Pinch	Thomas	4/24/1912	6/19/1921		
caprora01	Ralph	Capron	4/25/1912	5/15/1913		
cutshge01	George	Cutshaw	4/25/1912	7/5/1923		
martija01	Jack	Martin	4/25/1912	10/6/1914		
steinge01	Gene	Steinbrenner	4/25/1912	5/11/1912		
bediehu01	Hugh	Bedient	4/26/1912	9/29/1915		
cadyhi01	Hick	Cady	4/26/1912	7/9/1919		
milleel01	Elmer	Miller	4/26/1912	9/30/1922		
horseha01	Hanson	Horsey	4/27/1912	4/27/1912		
prougbi01	Bill	Prough	4/27/1912	4/27/1912		
onsloja01	Jack	Onslow	5/2/1912	10/3/1917		
salmoro01	Roger	Salmon	5/3/1912	10/1/1912		
akersje01	Jerry	Akers	5/4/1912	5/25/1912		
howarda01	Dave	Howard	5/8/1912	7/3/1915		
shankho01	Howie	Shanks	5/9/1912	10/3/1925		
vioxji01	Jim	Viox	5/9/1912	7/22/1916		
stumpbi01	Bill	Stumpf	5/11/1912	5/21/1913		
pennohe01	Herb	Pennock	5/14/1912	8/27/1934		
houckby01	Byron	Houck	5/15/1912	8/27/1918		
murphmi01	Mike	Murphy	5/17/1912	7/11/1916		
irvined01	Ed	Irwin	5/18/1912	5/18/1912		
leinhbi01	Bill	Leinhauser	5/18/1912	5/18/1912		
maharbi01	Billy	Maharg	5/18/1912	10/5/1916		
mcgarda01	Dan	McGarvey	5/18/1912	5/18/1912		
mcgarji01	Jim	McGarr	5/18/1912	5/18/1912		
meanepa01	Vincent	Maney	5/18/1912	5/18/1912		
smithja02	Jack	Smith	5/18/1912	5/18/1912		
traveal01	Allan	Travers	5/18/1912	5/18/1912		
wardha01	Hap	Ward	5/18/1912	5/18/1912		
ketteph01	Phil	Ketter	5/23/1912	5/25/1912		
krugma01	Marty	Krug	5/29/1912	9/27/1922		
whitest01	Steve	White	5/29/1912	7/5/1912		
engeljo01	Joe	Engel	5/30/1912	8/6/1920		
fishebo01	Bob	Fisher	6/3/1912	4/25/1919		
waldefr01	Fred	Walden	6/3/1912	6/3/1912		
roberda01	Dave	Robertson	6/5/1912	9/27/1922		
thompto01	Tommy	Thompson	6/5/1912	10/5/1912		
wallahu01	Huck	Wallace	6/5/1912	7/1/1912		
mussepa01	Paul	Musser	6/6/1912	8/12/1919		
orourfr01	Frank	O'Rourke	6/11/1912	7/28/1931		
eibelha01	Hack	Eibel	6/13/1912	7/17/1920		
howelro01	Roland	Howell	6/14/1912	6/25/1912		
malonpa01	Pat	Maloney	6/19/1912	8/10/1912		
boehljo01	Joe	Boehling	6/20/1912	6/3/1920		
edingst01	Stump	Edington	6/20/1912	7/13/1912		
shoreer01	Ernie	Shore	6/20/1912	8/22/1920		
sterrdu01	Dutch	Sterrett	6/20/1912	6/17/1913		
whitegi01	Gil	Whitehouse	6/20/1912	10/3/1915		
alexawa01	Walt	Alexander	6/21/1912	9/8/1917		
barryha01	Hardin	Barry	6/21/1912	7/17/1912		
harresl01	Slim	Harrell	6/21/1912	6/21/1912		
rixeyep01	Eppa	Rixey	6/21/1912	8/5/1933		
moranha01	Harry	Moran	6/23/1912	10/3/1915		
burnsed01	Ed	Burns	6/25/1912	7/27/1918		
cramebi01	Bill	Cramer	6/25/1912	6/25/1912		
